>>>DATA LIST FOR: SCORED_POSTS_AQ (A)_201349194152470.xml
ye1.org, AQAA Military Engagement, عصفور النار, الفجر الجدديد, 1
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,عالي المقام,0.00129386927712
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,مسترباند,0.0576125284147
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,أبو علي 4,0.121803045451
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,رشيماء,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,بنت اليمن22,0.119393718021
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,حسين العنتابلى,0.0521012131687
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,شاخوف الوائلي,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,keelo,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,اليمن تاج راسي,0.0171543328387
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,الضاحية,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,محمد ق,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,امين وبس,1.08899682558e-18
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,طيب الاسم,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,أختكم في الله,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,الرفيق جيفارا,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,صحافي,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,الرجوع الى الحق,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,نصيرة الحق,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,الأطلنطي,2.17799365116e-18
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,جابر الحارثي,0.00137866864691
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,تأبط قلم,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,منصور عبد ربه,0.00341455784217
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,اسماعيل السلفي,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,مصعب السيال,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,محمد العباسى,0.466371032886
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,جلال بن فريد,0.000331218233396
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,الامير الصنعاني,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,زهيرسالم,0.00129386927712
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,الظاهري ,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,غريب في ارضه,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,مسلم 7,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,gamel,0.0531686990532
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,صاروخي,0.0136119295165
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,وليد عبد الودود,0.121803045451
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,ابوعلي الراشد,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,زنجبار تنزف,0.0136119295165
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,ابن الرياشي,0.00505391178803
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,ليال92,0.121803045451
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,محمد علي حسين,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,أبو هارون منصور,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,مملكه سباء,0.0181423506136
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,علي ابن المشطط,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,المـرادي,0.0181423506136
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,أبو نافع,0.121803045451
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,اسودالانبارءاب,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,يحي الجبر,0.123209450084
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,شعارالنصر,0.0
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,أبومعاوية,2.17799365116e-18
ye1.org,AQAA Non Violent Activity,Eigenvector Centrality,نظمي,0.0
ye1.org,AQAA Non Violent Activity,Pagerank,ابن سيناءء,0.0085061004881
ye1.org,AQAA Non Violent Activity,Pagerank,Nutcracker,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,الامير معاويه,0.00574266371807
ye1.org,AQAA Non Violent Activity,Pagerank,الحقيقة مرة,0.00763408462589
ye1.org,AQAA Non Violent Activity,Pagerank,أبو شديد,0.00483914485661
ye1.org,AQAA Non Violent Activity,Pagerank,NETSCAPE,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,نقار الخشب,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,بو عقيل,0.00571144560336
ye1.org,AQAA Non Violent Activity,Pagerank,متابع اعلامي,0.0287658277027
ye1.org,AQAA Non Violent Activity,Pagerank,أبوالبراء79,0.00498610998523
ye1.org,AQAA Non Violent Activity,Pagerank,قلم حرر,0.00498610998523
ye1.org,AQAA Non Violent Activity,Pagerank,الركن اليماني,0.0071108520225
ye1.org,AQAA Non Violent Activity,Pagerank,محب علماء اليمن,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,محمد العباسى,0.0221076853629
ye1.org,AQAA Non Violent Activity,Pagerank,علي الصريمي,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,بنت اليمن22,0.00784835963786
ye1.org,AQAA Non Violent Activity,Pagerank,ابو مراد,0.00498610998523
ye1.org,AQAA Non Violent Activity,Pagerank,الرفيق جيفارا,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,الرجوع الى الحق,0.00571144560336
ye1.org,AQAA Non Violent Activity,Pagerank,الأطلنطي,0.00628239858912
ye1.org,AQAA Non Violent Activity,Pagerank,اليمن تاج راسي,0.0151610745822
ye1.org,AQAA Non Violent Activity,Pagerank,الخبجي99,0.00498610998523
ye1.org,AQAA Non Violent Activity,Pagerank,مملكه سباء,0.0144764801072
ye1.org,AQAA Non Violent Activity,Pagerank,يحي الجبر,0.0130360704366
ye1.org,AQAA Non Violent Activity,Pagerank,أبـو علياء,0.0126095127315
ye1.org,AQAA Non Violent Activity,Pagerank,ramzi alkadasi,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,النمر بن عدوان,0.0297818201393
ye1.org,AQAA Non Violent Activity,Pagerank,سالم رضوان,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,زهيرسالم,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,عرين الأسد,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,لبيك يايمن,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,ربـــش,0.0447747198117
ye1.org,AQAA Non Violent Activity,Pagerank,يماني في الغربه,0.023551155572
ye1.org,AQAA Non Violent Activity,Pagerank,عالي المقام,0.0151610745822
ye1.org,AQAA Non Violent Activity,Pagerank,امين وبس,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,الليل والنهار,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,الواحدي شبواني,0.00498610998523
ye1.org,AQAA Non Violent Activity,Pagerank,مجدي الرويشد,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,اليماني القحطان,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,أبو علي 4,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,تأبط قلم,0.00628239858912
ye1.org,AQAA Non Violent Activity,Pagerank,ليال92,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,keelo,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,صادق حسن,0.00561959302307
ye1.org,AQAA Non Violent Activity,Pagerank,محمد ق,0.0184843352072
ye1.org,AQAA Non Violent Activity,Pagerank,أبو نافع,0.0106334089492
ye1.org,AQAA Non Violent Activity,Pagerank,اسماعيل السلفي,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,صابر2012,0.0115826985847
ye1.org,AQAA Non Violent Activity,Pagerank,الامير الصنعاني,0.00669250789559
ye1.org,AQAA Non Violent Activity,Pagerank,صارم الحق,0.00496185217283
ye1.org,AQAA Non Violent Activity,Pagerank,Microscope,0.0276588772423
ye1.org,AQAA Non Violent Activity,Pagerank,وليد عبد الودود,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,ابوعلي الراشد,0.00550467830127
ye1.org,AQAA Non Violent Activity,Pagerank,أبو هارون منصور,0.00483914485661
ye1.org,AQAA Non Violent Activity,Pagerank,أختكم في الله,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,المـرادي,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,منصور عبد ربه,0.00483914485661
ye1.org,AQAA Non Violent Activity,Pagerank,جنوبي فخور,0.00916890605416
ye1.org,AQAA Non Violent Activity,Pagerank,أريد أن أفهم,0.00545252769225
ye1.org,AQAA Non Violent Activity,Pagerank,ارحل الان,0.0151610745822
ye1.org,AQAA Non Violent Activity,Pagerank,الحدعشري,0.00571144560336
ye1.org,AQAA Non Violent Activity,Pagerank,مراسل بلا حدود,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,جنوبي شامخ,0.00496185217283
ye1.org,AQAA Non Violent Activity,Pagerank,أميــر القــلم,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,ابوخالد عبدالله,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,المؤمن الصادق,0.00828272675673
ye1.org,AQAA Non Violent Activity,Pagerank,الريد,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,جلال الأربعيني,0.0124655228257
ye1.org,AQAA Non Violent Activity,Pagerank,صحافي,0.0111894612743
ye1.org,AQAA Non Violent Activity,Pagerank,بنت حفصة,0.00545252769225
ye1.org,AQAA Non Violent Activity,Pagerank,نور الدين زنكي,0.0168376114255
ye1.org,AQAA Non Violent Activity,Pagerank,شاخوف الوائلي,0.0043228208343
ye1.org,AQAA Non Violent Activity,Pagerank,جابر الحارثي,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,بارود1,0.00517590405995
ye1.org,AQAA Non Violent Activity,Pagerank,صاروخي,0.00817349261631
ye1.org,AQAA Non Violent Activity,Pagerank,kaser119,0.00483914485661
ye1.org,AQAA Non Violent Activity,Pagerank,زنجبار تنزف,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,النسر الفضي,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,مسترباند,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,صـدى الحـق,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,أبومعاوية,0.0287104376018
ye1.org,AQAA Non Violent Activity,Pagerank,عبد الرحمن الزر,0.00545252769225
ye1.org,AQAA Non Violent Activity,Pagerank,gamel,0.0281035380575
ye1.org,AQAA Non Violent Activity,Pagerank,نبيل العربي,0.00483914485661
ye1.org,AQAA Non Violent Activity,Pagerank,الزهراء الزهراء,0.00647715703
ye1.org,AQAA Non Violent Activity,Pagerank,حفيد البخاري,0.00496185217283
ye1.org,AQAA Non Violent Activity,Pagerank,رئيس الجاليه,0.00628239858912
ye1.org,AQAA Non Violent Activity,Pagerank,جلال بن فريد,0.00483914485661
ye1.org,AQAA Non Violent Activity,Pagerank,الضؤ,0.0142981756207
ye1.org,AQAA Non Violent Activity,Pagerank,رجال الوايلي,0.0465404721499
ye1.org,AQAA Non Violent Activity,Pagerank,مصعب السيال,0.0110600000813
ye1.org,AQAA Non Violent Activity,Pagerank,اسودالانبارءاب,0.00733708721003
ye1.org,AQAA Non Violent Activity,Pagerank,محب الله1,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,سعيد سامر,0.00828272675673
ye1.org,AQAA Non Violent Activity,Pagerank,KGB,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,الفجر الجدديد,0.00692778926752
ye1.org,AQAA Non Violent Activity,Pagerank,حق العودة,0.00927340257757
ye1.org,AQAA Non Violent Activity,Pagerank,الهاشمي اليماني,0.0061660560885
ye1.org,AQAA Non Violent Activity,Pagerank,حسين العنتابلى,0.00339589112409
ye1.org,AQAA Non Violent Activity,Pagerank,رشيماء,0.0188729716102
ye1.org,AQAA Non Violent Activity,Pagerank,علي ابن المشطط,0.0043228208343
ye1.org,AQAA Non Violent Activity,Pagerank,طيب الاسم,0.00817254520976
ye1.org,AQAA Non Violent Activity,Pagerank,نصيرة الحق,0.00483914485661
ye1.org,AQAA Non Violent Activity,Pagerank,الضاحية,0.00628239858912
ye1.org,AQAA Non Violent Activity,Pagerank,الظاهري ,0.00517590405995
ye1.org,AQAA Non Violent Activity,Pagerank,غريب في ارضه,0.00496185217283
ye1.org,AQAA Non Violent Activity,Pagerank,مسلم 7,0.0115737720635
ye1.org,AQAA Non Violent Activity,Pagerank,ابن الرياشي,0.0553655699687
ye1.org,AQAA Non Violent Activity,Pagerank,محمد علي حسين,0.0061660560885
ye1.org,AQAA Non Violent Activity,Pagerank,المعلم1,0.00799756906022
ye1.org,AQAA Non Violent Activity,Pagerank,شعارالنصر,0.00828608181321
ye1.org,AQAA Non Violent Activity,Pagerank,عبدالرزاق الجمل,0.0100958357644
ye1.org,AQAA Non Violent Activity,Pagerank,نظمي,0.00483914485661
ye1.org,AQAA Terrorist Activity,Degree,ابن سيناءء,4
ye1.org,AQAA Terrorist Activity,Degree,Nutcracker,1
ye1.org,AQAA Terrorist Activity,Degree,الامير معاويه,2
ye1.org,AQAA Terrorist Activity,Degree,الحقيقة مرة,2
ye1.org,AQAA Terrorist Activity,Degree,أبو شديد,2
ye1.org,AQAA Terrorist Activity,Degree,NETSCAPE,1
ye1.org,AQAA Terrorist Activity,Degree,متابع اعلامي,25
ye1.org,AQAA Terrorist Activity,Degree,أبوالبراء79,1
ye1.org,AQAA Terrorist Activity,Degree,قلم حرر,1
ye1.org,AQAA Terrorist Activity,Degree,أبو الليل,2
ye1.org,AQAA Terrorist Activity,Degree,صاروخي,4
ye1.org,AQAA Terrorist Activity,Degree,محمد العباسى,8
ye1.org,AQAA Terrorist Activity,Degree,ريان فتيني,1
ye1.org,AQAA Terrorist Activity,Degree,زئير الغضنفر,6
ye1.org,AQAA Terrorist Activity,Degree,علي الصريمي,1
ye1.org,AQAA Terrorist Activity,Degree,بنت اليمن22,8
ye1.org,AQAA Terrorist Activity,Degree,ابوالعهد,1
ye1.org,AQAA Terrorist Activity,Degree,صميم الواقع,1
ye1.org,AQAA Terrorist Activity,Degree,الأطلنطي,2
ye1.org,AQAA Terrorist Activity,Degree,اليمن تاج راسي,1
ye1.org,AQAA Terrorist Activity,Degree,عدن لايف,1
ye1.org,AQAA Terrorist Activity,Degree,أبو طلحه,1
ye1.org,AQAA Terrorist Activity,Degree,غانم سليم,1
ye1.org,AQAA Terrorist Activity,Degree,ابو لافى,2
ye1.org,AQAA Terrorist Activity,Degree,صريح مجروح,4
ye1.org,AQAA Terrorist Activity,Degree,وحي الكلام,3
ye1.org,AQAA Terrorist Activity,Degree,مملكه سباء,6
ye1.org,AQAA Terrorist Activity,Degree,يحي الجبر,9
ye1.org,AQAA Terrorist Activity,Degree,أبـو علياء,2
ye1.org,AQAA Terrorist Activity,Degree,ramzi alkadasi,1
ye1.org,AQAA Terrorist Activity,Degree,رمز العروبة,1
ye1.org,AQAA Terrorist Activity,Degree,النمر بن عدوان,12
ye1.org,AQAA Terrorist Activity,Degree,أبو صدام44,1
ye1.org,AQAA Terrorist Activity,Degree,زهيرسالم,5
ye1.org,AQAA Terrorist Activity,Degree,عرين الأسد,1
ye1.org,AQAA Terrorist Activity,Degree,أم عمر,2
ye1.org,AQAA Terrorist Activity,Degree,ربـــش,8
ye1.org,AQAA Terrorist Activity,Degree,فريق التواصل,1
ye1.org,AQAA Terrorist Activity,Degree,أبوجعفر,5
ye1.org,AQAA Terrorist Activity,Degree,أبو الهناء,3
ye1.org,AQAA Terrorist Activity,Degree,فتى أبين,4
ye1.org,AQAA Terrorist Activity,Degree,الواحدي شبواني,13
ye1.org,AQAA Terrorist Activity,Degree,مجدي الرويشد,2
ye1.org,AQAA Terrorist Activity,Degree,اليماني القحطان,2
ye1.org,AQAA Terrorist Activity,Degree,أمـير أبو بكر,2
ye1.org,AQAA Terrorist Activity,Degree,بداية المشوار,1
ye1.org,AQAA Terrorist Activity,Degree,عصفور النار,1
ye1.org,AQAA Terrorist Activity,Degree,أبو علي 4,1
ye1.org,AQAA Terrorist Activity,Degree,ليال92,3
ye1.org,AQAA Terrorist Activity,Degree,ابوخالد عبدالله,1
ye1.org,AQAA Terrorist Activity,Degree,بديعة,4
ye1.org,AQAA Terrorist Activity,Degree,صادق حسن,9
ye1.org,AQAA Terrorist Activity,Degree,Microscope,4
ye1.org,AQAA Terrorist Activity,Degree,أبو نافع,4
ye1.org,AQAA Terrorist Activity,Degree,اسماعيل السلفي,2
ye1.org,AQAA Terrorist Activity,Degree,الصنعانية,3
ye1.org,AQAA Terrorist Activity,Degree,gamel,14
ye1.org,AQAA Terrorist Activity,Degree,اسودالانبارءاب,1
ye1.org,AQAA Terrorist Activity,Degree,أبو هارون منصور,2
ye1.org,AQAA Terrorist Activity,Degree,المـرادي,3
ye1.org,AQAA Terrorist Activity,Degree,جنوبي فخور,1
ye1.org,AQAA Terrorist Activity,Degree,أريد أن أفهم,2
ye1.org,AQAA Terrorist Activity,Degree,ارحل الان,4
ye1.org,AQAA Terrorist Activity,Degree,محمد الصومالي,1
ye1.org,AQAA Terrorist Activity,Degree,رضا السالمي,1
ye1.org,AQAA Terrorist Activity,Degree,ابو هزبر,1
